title,authors,cover,summary,language,genres,editor,publicationYear,pagesNumber,amazonLink,kindleLink,audibleLink,fnacLink,ISBN,rating
"Old Man's War (Old Man's War, #1)",['John Scalzi'],https://images.gr-assets.com/books/1487044882m/51964.jpg,,eng,,,2005,,,,,,765348276,4.23
Gerald's Game,['Stephen King'],https://images.gr-assets.com/books/1297737756m/32692.jpg,,eng,,,1992,,,,,,831727527,3.47
"Two for the Dough (Stephanie Plum, #2)",['Janet Evanovich'],https://images.gr-assets.com/books/1330926461m/6427.jpg,,eng,,,1996,,,,,,140255559,4.11
The Joy of Cooking,"['Irma S. Rombauer', 'Marion Rombauer Becker', 'Ethan Becker']",https://images.gr-assets.com/books/1379313627m/327847.jpg,,,,,1931,,,,,,684818701,4.14
"The Forever War (The Forever War, #1)",['Joe Haldeman'],https://images.gr-assets.com/books/1386852511m/21611.jpg,,eng,,,1974,,,,,,60510862,4.15
Insomnia,"['Stephen King', 'Bettina Blanch Tyroller']",https://images.gr-assets.com/books/1354355494m/10585.jpg,,spa,,,1994,,,,,,8497597729,3.79
Reading Lolita in Tehran,['Azar Nafisi'],https://images.gr-assets.com/books/1397751318m/7603.jpg,,eng,,,2003,,,,,,812971060,3.57
"The Blade Itself (The First Law, #1)",['Joe Abercrombie'],https://images.gr-assets.com/books/1284167912m/944073.jpg,,eng,,,2006,,,,,,575079797,4.14
"The Arctic Incident (Artemis Fowl, #2)",['Eoin Colfer'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2002,,,,,,786851473,3.94
The Shipping News,['Annie Proulx'],https://images.gr-assets.com/books/1469036074m/7354.jpg,,eng,,,1993,,,,,,743225422,3.83
The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,"['Marie Kondō', 'Cathy Hirano']",https://images.gr-assets.com/books/1418767178m/22318578.jpg,,eng,,,2011,,,,,,1607747308,3.77
All the Bright Places,"['Jennifer Niven', 'فرانک معنوی']",https://images.gr-assets.com/books/1404331702m/18460392.jpg,,eng,,,2015,,,,,,385755880,4.19
"Déjà Dead (Temperance Brennan, #1)",['Kathy Reichs'],https://images.gr-assets.com/books/1334157601m/231604.jpg,,eng,,,1997,,,,,,671011367,3.86
"The Alchemyst (The Secrets of the Immortal Nicholas Flamel, #1)",['Michael Scott'],https://images.gr-assets.com/books/1361310229m/17402605.jpg,,eng,,,2007,,,,,,552562521,3.84
The Marriage Plot,['Jeffrey Eugenides'],https://images.gr-assets.com/books/1328736940m/10964693.jpg,,eng,,,2011,,,,,,374203059,3.42
Daughter of Fortune,"['Isabel Allende', 'Margaret Sayers Peden']",https://images.gr-assets.com/books/1299666780m/16527.jpg,,eng,,,1998,,,,,,61120251,3.89
Luckiest Girl Alive,['Jessica Knoll'],https://images.gr-assets.com/books/1425975301m/22609317.jpg,,eng,,,2015,,,,,,1476789630,3.48
"Crank (Crank, #1)",['Ellen Hopkins'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2004,,,,,,689865198,4.16
"The Raven Boys (The Raven Cycle, #1)",['Maggie Stiefvater'],https://images.gr-assets.com/books/1477103737m/17675462.jpg,,eng,,,2012,,,,,,545424925,4.05
I Am Legend and Other Stories,['Richard Matheson'],https://images.gr-assets.com/books/1317791583m/547094.jpg,,eng,,,1954,,,,,,031286504X,3.99
Olive Kitteridge,['Elizabeth Strout'],https://images.gr-assets.com/books/1320430655m/1736739.jpg,,eng,,,2008,,,,,,140006208X,3.78
"Not That Kind of Girl: A Young Woman Tells You What She's ""Learned""","['Lena Dunham', 'Joana Avillez']",https://images.gr-assets.com/books/1402816003m/20588698.jpg,,eng,,,2014,,,,,,081299499X,3.33
Good to Great: Why Some Companies Make the Leap... and Others Don't,['James C. Collins'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2001,,,,,,66620996,4.04
"Fire (Graceling Realm, #2)",['Kristin Cashore'],https://images.gr-assets.com/books/1331535456m/6137154.jpg,,en-US,,,2009,,,,,,803734611,4.12
Waiting for Godot,['Samuel Beckett'],https://images.gr-assets.com/books/1327910301m/17716.jpg,,eng,,,1952,,,,,,,3.81
White Fang,['Jack London'],https://images.gr-assets.com/books/1475878443m/43035.jpg,,eng,,,1906,,,,,,439236193,3.94
"Wolves of the Calla (The Dark Tower, #5)","['Stephen King', 'Bernie Wrightson']",https://images.gr-assets.com/books/1419360231m/4978.jpg,,eng,,,2003,,,,,,141651693X,4.17
His Dark Materials (His Dark Materials #1-3),['Philip Pullman'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2000,,,,,,440238609,4.25
"The Edge of Never (The Edge of Never, #1)",['J.A. Redmerski'],https://images.gr-assets.com/books/1358810128m/16081272.jpg,,en-US,,,2012,,,,,,1480095532,4.26
Reconstructing Amelia,['Kimberly McCreight'],https://images.gr-assets.com/books/1350193583m/15776309.jpg,,eng,,,2013,,,,,,006222543X,3.82
One Plus One,['Jojo Moyes'],https://images.gr-assets.com/books/1403185695m/18693716.jpg,,eng,,,2014,,,,,,525426582,3.94
The Hours,['Michael Cunningham'],https://images.gr-assets.com/books/1479663379m/11899.jpg,,en-US,,,1998,,,,,,312305060,3.91
"Wallbanger (Cocktail, #1)",['Alice Clayton'],https://images.gr-assets.com/books/1352205960m/15858248.jpg,,eng,,,2012,,,,,,1623420024,4.1
Holidays on Ice,['David Sedaris'],https://images.gr-assets.com/books/1328330843m/4136.jpg,,eng,,,1997,,,,,,316191299,3.95
Desperation,['Stephen King'],https://images.gr-assets.com/books/1395764566m/10584.jpg,,eng,,,1996,,,,,,451188462,3.8
"Passion (Fallen, #3)",['Lauren Kate'],https://images.gr-assets.com/books/1362339802m/9369720.jpg,,eng,,,2011,,,,,,385739168,3.89
"The Kill Order (Maze Runner, #0.5)",['James Dashner'],https://images.gr-assets.com/books/1330636153m/13089710.jpg,,eng,,,2012,,,,,,385742886,3.69
"Angelfall (Penryn & the End of Days, #1)",['Susan Ee'],https://images.gr-assets.com/books/1423238576m/11500217.jpg,,en-US,,,2011,,,,,,144477851X,4.19
Empire Falls,['Richard Russo'],https://images.gr-assets.com/books/1403184884m/187020.jpg,,eng,,,2001,,,,,,375726403,3.91
"The Fires of Heaven (Wheel of Time, #5)",['Robert Jordan'],https://images.gr-assets.com/books/1327866286m/13895.jpg,,en-US,,,1993,,,,,,1857232097,4.13
I'll Give You the Sun,['Jandy Nelson'],https://images.gr-assets.com/books/1496659336m/20820994.jpg,,eng,,,2014,,,,,,803734964,4.14
Survivor,['Chuck Palahniuk'],https://images.gr-assets.com/books/1327346693m/22283.jpg,,en-US,,,1999,,,,,,009928264X,3.93
"Shopaholic & Baby (Shopaholic, #5)",['Sophie Kinsella'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2007,,,,,,385338708,3.77
"The Dark Tower (The Dark Tower, #7)",['Stephen King'],https://images.gr-assets.com/books/1372296329m/5091.jpg,,en-US,,,2004,,,,,,1416524525,4.27
Twilight Director's Notebook : The Story of How We Made the Movie Based on the Novel by Stephenie Meyer,['Catherine Hardwicke'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,2009,,,,,,316070521,4.2
"Shopaholic Takes Manhattan (Shopaholic, #2)",['Sophie Kinsella'],https://images.gr-assets.com/books/1266449959m/9418.jpg,,en-US,,,2001,,,,,,440241812,3.75
"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",['Richard Feynman'],https://images.gr-assets.com/books/1348445281m/5544.jpg,,en-US,,,1984,,,,,,393316041,4.29
"Linger (The Wolves of Mercy Falls, #2)",['Maggie Stiefvater'],https://images.gr-assets.com/books/1292482391m/6654313.jpg,,en-US,,,2010,,,,,,545123283,3.91
"The Complete Anne of Green Gables Boxed Set (Anne of Green Gables, #1-8)",['L.M. Montgomery'],https://images.gr-assets.com/books/1267721500m/3579.jpg,,,,,1908,,,,,,553609416,4.42
A Portrait of the Artist as a Young Man,"['James Joyce', 'Seamus Deane']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1916,,,,,,142437344,3.6
"The Gathering Storm (Wheel of Time, #12)","['Robert Jordan', 'Brandon Sanderson']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2009,,,,,,765302306,4.34
Middlemarch,"['George Eliot', 'Michel Faber']",https://images.gr-assets.com/books/1481264628m/19089.jpg,,eng,,,1871,,,,,,451529170,3.93
"Point of Retreat (Slammed, #2)",['Colleen Hoover'],https://images.gr-assets.com/books/1330543249m/13496084.jpg,,eng,,,2012,,,,,,,4.3
The Partner,['John Grisham'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,,,1997,,,,,,385339100,3.89
J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings,['J.R.R. Tolkien'],https://images.gr-assets.com/books/1346072396m/30.jpg,,eng,,,1973,,,,,,345538374,4.59
"Thoughtless (Thoughtless, #1)",['S.C. Stephens'],https://images.gr-assets.com/books/1331254339m/13517535.jpg,,eng,,,2009,,,,,,146109111X,4.12
Presumed Innocent,['Scott Turow'],https://images.gr-assets.com/books/1404412704m/425029.jpg,,,,,1986,,,,,,446350982,4.1
The Dark Half,['Stephen King'],https://images.gr-assets.com/books/1430122353m/11597.jpg,,eng,,,1989,,,,,,045052468X,3.74
Cleopatra: A Life,['Stacy Schiff'],https://images.gr-assets.com/books/1294098301m/7968243.jpg,,eng,,,2006,,,,,,316001929,3.62
The World Is Flat: A Brief History of the Twenty-first Century,['Thomas L. Friedman'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,2005,,,,,,374292795,3.66
"Steelheart (The Reckoners, #1)",['Brandon Sanderson'],https://images.gr-assets.com/books/1357576738m/17182126.jpg,,eng,,,2013,,,,,,385743564,4.16
The Rainbow Fish,"['Marcus Pfister', 'J. Alison James']",https://images.gr-assets.com/books/1328755881m/766020.jpg,,en-US,,,1995,,,,,,1558580093,4.15
"Journey to the Center of the Earth (Extraordinary Voyages, #3)",['Jules Verne'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1864,,,,,,553213970,3.84
"The Happiness Project: Or Why I Spent a Year Trying to Sing in the Morning, Clean My Closets, Fight Right, Read Aristotle, and Generally Have More Fun",['Gretchen Rubin'],https://images.gr-assets.com/books/1256849491m/6398634.jpg,,eng,,,2009,,,,,,61583251,3.57
The Man in the High Castle,['Philip K. Dick'],https://images.gr-assets.com/books/1448756803m/216363.jpg,,eng,,,1962,,,,,,679740678,3.66
Helter Skelter: The True Story of the Manson Murders,"['Vincent Bugliosi', 'Curt Gentry']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-GB,,,1974,,,,,,393322238,4.0
"Dr. Seuss's Green Eggs and Ham: For Soprano, Boy Soprano, and Orchestra","['Robert Kapilow', 'Dr. Seuss']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,,,,,,,,,793551617,4.44
Inferno (The Divine Comedy #1),"['Dante Alighieri', 'Anthony M. Esolen']",https://images.gr-assets.com/books/1333579470m/15645.jpg,,,,,1320,,,,,,812970063,3.99
"Shadow of Night (All Souls Trilogy, #2)",['Deborah Harkness'],https://images.gr-assets.com/books/1320604137m/11559200.jpg,,eng,,,2012,,,,,,670023485,4.04
Leaving Time,['Jodi Picoult'],https://images.gr-assets.com/books/1394487223m/18816603.jpg,,eng,,,2014,,,,,,345544927,3.94
"Moon Called (Mercy Thompson, #1)",['Patricia Briggs'],https://images.gr-assets.com/books/1272070347m/71811.jpg,,eng,,,2006,,,,,,441013813,4.18
"Blue Bloods (Blue Bloods, #1)",['Melissa de la Cruz'],https://images.gr-assets.com/books/1322281515m/872333.jpg,,en-US,,,2006,,,,,,786838922,3.68
"The Alienist (Dr. Laszlo Kreizler, #1)",['Caleb Carr'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1994,,,,,,812976142,4.05
Between the World and Me,['Ta-Nehisi Coates'],https://images.gr-assets.com/books/1451435027m/25489625.jpg,,eng,,,2015,,,,,,812993543,4.4
Paradise Lost,"['John Milton', 'John      Leonard']",https://images.gr-assets.com/books/1455618673m/15997.jpg,,eng,,,1667,,,,,,140424393,3.8
The Big Short: Inside the Doomsday Machine,['Michael   Lewis'],https://images.gr-assets.com/books/1453470736m/6463967.jpg,,en-US,,,2009,,,,,,393072231,4.26
The Girl Who Loved Tom Gordon,['Stephen King'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,,,1999,,,,,,1416524290,3.56
A Monster Calls,"['Patrick Ness', 'Jim Kay', 'Siobhan Dowd']",https://images.gr-assets.com/books/1485991317m/8621462.jpg,,eng,,,2011,,,,,,1406311529,4.36
"Towers of Midnight (Wheel of Time, #13)","['Robert Jordan', 'Brandon Sanderson']",https://images.gr-assets.com/books/1358109459m/8253920.jpg,,en-US,,,2010,,,,,,765325942,4.42
The Day of the Jackal,['Frederick Forsyth'],https://images.gr-assets.com/books/1405364996m/540020.jpg,,eng,,,1971,,,,,,553266306,4.25
Rework,"['Jason Fried', 'David Heinemeier Hansson']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2010,,,,,,307463745,3.93
Attachments,['Rainbow Rowell'],https://images.gr-assets.com/books/1499377988m/8909152.jpg,,eng,,,2011,,,,,,525951989,3.95
"The Twilight Saga (Twilight, #1-4)","['Stephenie Meyer', 'Ilyana Kadushin', 'Matt Walters']",https://images.gr-assets.com/books/1327930511m/3090465.jpg,,,,,2005,,,,,,739352350,3.88
Tell the Wolves I'm Home,['Carol Rifka Brunt'],https://images.gr-assets.com/books/1335450415m/12875258.jpg,,eng,,,2012,,,,,,679644199,4.04
"All Creatures Great and Small (All Creatures Great and Small, #1-2)",['James Herriot'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1972,,,,,,312965788,4.31
"The Unbecoming of Mara Dyer (Mara Dyer, #1)",['Michelle Hodkin'],https://images.gr-assets.com/books/1336655755m/11408650.jpg,,eng,,,2011,,,,,,,4.09
"Three to Get Deadly (Stephanie Plum, #3)",['Janet Evanovich'],https://images.gr-assets.com/books/1311727539m/6854.jpg,,en-US,,,1997,,,,,,312966091,4.14
The Scarlet Pimpernel,['Emmuska Orczy'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1905,,,,,,1576469239,4.06
The Monster at the End of this Book,"['Jon Stone', 'Michael J. Smollin']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1971,,,,,,037582913X,4.45
"Tales of a Fourth Grade Nothing (Fudge, #1)",['Judy Blume'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1972,,,,,,425193799,4.09
"Shadow and Bone (Shadow and Bone, #1)",['Leigh Bardugo'],https://images.gr-assets.com/books/1339533695m/10194157.jpg,,eng,,,2012,,,,,,805094598,4.05
The Dinner,"['Herman Koch', 'Sam Garrett']",https://images.gr-assets.com/books/1355949630m/15797938.jpg,,eng,,,2009,,,,,,770437850,3.22
"Champion (Legend, #3)",['Marie Lu'],https://images.gr-assets.com/books/1382652310m/14290364.jpg,,eng,,,2013,,,,,,399256776,4.37
Contact,['Carl Sagan'],https://images.gr-assets.com/books/1408792653m/61666.jpg,,eng,,,1985,,,,,,2266079999,4.11
"Lola and the Boy Next Door (Anna and the French Kiss, #2)",['Stephanie Perkins'],https://images.gr-assets.com/books/1358271832m/9961796.jpg,,en-US,,,2011,,,,,,525423281,4.0
White Teeth,['Zadie Smith'],https://images.gr-assets.com/books/1374739885m/3711.jpg,,en-US,,,1999,,,,,,375703861,3.75
American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History,"['Chris Kyle', 'Scott McEwen', 'Jim DeFelice']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2012,,,,,,62107062,3.97
My Horizontal Life: A Collection of One-Night Stands,['Chelsea Handler'],https://images.gr-assets.com/books/1388631721m/35982.jpg,,en-GB,,,2004,,,,,,1582346186,3.79
"The Power of Six (Lorien Legacies, #2)",['Pittacus Lore'],https://images.gr-assets.com/books/1345067406m/8659601.jpg,,eng,,,2011,,,,,,61974552,4.17
The Interestings,['Meg Wolitzer'],https://images.gr-assets.com/books/1451446889m/15815333.jpg,,eng,,,2013,,,,,,1594488398,3.54
The Essential Calvin and Hobbes: A Calvin and Hobbes Treasury,['Bill Watterson'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,1988,,,,,,836218051,4.65
People of the Book,['Geraldine Brooks'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2008,,,,,,067001821X,4.0
The Secret Keeper,['Kate Morton'],https://images.gr-assets.com/books/1455089196m/13508607.jpg,,,,,2012,,,,,,1439152802,4.13
Better Homes and Gardens New Cook Book  ,['Better Homes and Gardens'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,,,1953,,,,,,696215322,4.14
"So Long, and Thanks for All the Fish (Hitchhiker's Guide to the Galaxy, #4)",['Douglas Adams'],https://images.gr-assets.com/books/1369563116m/8698.jpg,,eng,,,1984,,,,,,330491237,4.08
Steppenwolf,"['Hermann Hesse', 'Basil Creighton']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1927,,,,,,140282580,4.11
"The Surgeon (Rizzoli & Isles, #1)",['Tess Gerritsen'],https://images.gr-assets.com/books/1277923728m/32263.jpg,,en-GB,,,2001,,,,,,055381706X,4.1
The Girl You Left Behind,['Jojo Moyes'],https://images.gr-assets.com/books/1366558957m/17572903.jpg,,eng,,,2012,,,,,,670026611,3.95
"Royal Assassin (Farseer Trilogy, #2)",['Robin Hobb'],https://images.gr-assets.com/books/1387145228m/68487.jpg,,eng,,,1996,,,,,,6480101,4.21
Childhood's End,['Arthur C. Clarke'],https://images.gr-assets.com/books/1320552628m/414999.jpg,,en-US,,,1953,,,,,,345347951,4.09
The Tale of Despereaux,"['Kate DiCamillo', 'Timothy Basil Ering']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,2004,,,,,,763625299,4.0
"Animal, Vegetable, Miracle: A Year of Food Life","['Barbara Kingsolver', 'Steven L. Hopp', 'Camille Kingsolver', 'Richard A. Houser']",https://images.gr-assets.com/books/1480104279m/25460.jpg,,en-US,,,2007,,,,,,60852550,4.03
"Heir of Fire (Throne of Glass, #3)",['Sarah J. Maas'],https://images.gr-assets.com/books/1460846511m/20613470.jpg,,eng,,,2014,,,,,,1619630656,4.53
"Lord of Chaos (Wheel of Time, #6)",['Robert Jordan'],https://images.gr-assets.com/books/1480096417m/35231.jpg,,eng,,,1994,,,,,,812513754,4.1
"The Sweetness at the Bottom of the Pie (Flavia de Luce, #1)",['Alan Bradley'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2009,,,,,,385342306,3.81
Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,['Donald Miller'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,2003,,,,,,785263705,3.92
"A Breath of Snow and Ashes (Outlander, #6)",['Diana Gabaldon'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2005,,,,,,385340397,4.43
"The Blood of Olympus (The Heroes of Olympus, #5)",['Rick Riordan'],https://images.gr-assets.com/books/1464201441m/18705209.jpg,,eng,,,2014,,,,,,1484724917,4.41
Truly Madly Guilty,['Liane Moriarty'],https://images.gr-assets.com/books/1491249206m/26247008.jpg,,eng,,,2016,,,,,,1250069793,3.55
"Saga, Vol. 1 (Saga, #1)","['Brian K. Vaughan', 'Fiona Staples']",https://images.gr-assets.com/books/1486028947m/15704307.jpg,,eng,,,2012,,,,,,1607066017,4.25
The Art of Fielding,['Chad Harbach'],https://images.gr-assets.com/books/1327882787m/10996342.jpg,,eng,,,2011,,,,,,316126691,3.99
A Moveable Feast,['Ernest Hemingway'],https://images.gr-assets.com/books/1427463201m/4631.jpg,,eng,,,1964,,,,,,99285045,4.04
"Fablehaven (Fablehaven, #1)",['Brandon Mull'],https://images.gr-assets.com/books/1460309528m/44652.jpg,,eng,,,2006,,,,,,1590385810,4.08
"The Wide Window (A Series of Unfortunate Events, #3)","['Lemony Snicket', 'Brett Helquist']",https://images.gr-assets.com/books/1320705923m/438492.jpg,,eng,,,2000,,,,,,64407683,3.91
"Grave Peril (The Dresden Files, #3)",['Jim Butcher'],https://images.gr-assets.com/books/1266470209m/91476.jpg,,eng,,,2001,,,,,,451458443,4.18
Einstein: His Life and Universe,['Walter Isaacson'],https://images.gr-assets.com/books/1328011405m/10884.jpg,,eng,,,2007,,,,,,743264738,4.08
"Effortless (Thoughtless, #2)",['S.C. Stephens'],https://images.gr-assets.com/books/1364805648m/15842441.jpg,,eng,,,2011,,,,,,1476717486,4.37
The Street Lawyer,['John Grisham'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1998,,,,,,385339097,3.81
